# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN40711_c0_g1_i3%7Cg.9608%20TRINITY_DN40711_c0_g1_i3%7Cm.9608%20type%3Acomplete%20len%3A327%20(-)	TRINITY_DN40711_c0_g1_i3|g.9608	TRINITY_DN40711_c0_g1_i3|m.9608	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40712_c0_g1_i2%7Cg.9901%20TRINITY_DN40712_c0_g1_i2%7Cm.9901%20type%3Acomplete%20len%3A216%20(-)	TRINITY_DN40712_c0_g1_i2|g.9901	TRINITY_DN40712_c0_g1_i2|m.9901	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40716_c0_g2_i1%7Cg.9071%20TRINITY_DN40716_c0_g2_i1%7Cm.9071%20type%3Acomplete%20len%3A609%20(-)	TRINITY_DN40716_c0_g2_i1|g.9071	TRINITY_DN40716_c0_g2_i1|m.9071	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40716_c0_g2_i1%7Cg.9073%20TRINITY_DN40716_c0_g2_i1%7Cm.9073%20type%3Acomplete%20len%3A123%20(%2B)	TRINITY_DN40716_c0_g2_i1|g.9073	TRINITY_DN40716_c0_g2_i1|m.9073	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40716_c0_g2_i2%7Cg.9075%20TRINITY_DN40716_c0_g2_i2%7Cm.9075%20type%3Acomplete%20len%3A553%20(-)	TRINITY_DN40716_c0_g2_i2|g.9075	TRINITY_DN40716_c0_g2_i2|m.9075	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40716_c0_g2_i2%7Cg.9077%20TRINITY_DN40716_c0_g2_i2%7Cm.9077%20type%3Acomplete%20len%3A123%20(%2B)	TRINITY_DN40716_c0_g2_i2|g.9077	TRINITY_DN40716_c0_g2_i2|m.9077	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40717_c0_g1_i1%7Cg.9842%20TRINITY_DN40717_c0_g1_i1%7Cm.9842%20type%3A5prime_partial%20len%3A278%20(%2B)	TRINITY_DN40717_c0_g1_i1|g.9842	TRINITY_DN40717_c0_g1_i1|m.9842	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40717_c0_g1_i1%7Cg.9843%20TRINITY_DN40717_c0_g1_i1%7Cm.9843%20type%3Acomplete%20len%3A221%20(-)	TRINITY_DN40717_c0_g1_i1|g.9843	TRINITY_DN40717_c0_g1_i1|m.9843	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40717_c0_g1_i1%7Cg.9844%20TRINITY_DN40717_c0_g1_i1%7Cm.9844%20type%3A5prime_partial%20len%3A198%20(-)	TRINITY_DN40717_c0_g1_i1|g.9844	TRINITY_DN40717_c0_g1_i1|m.9844	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40717_c0_g1_i1%7Cg.9845%20TRINITY_DN40717_c0_g1_i1%7Cm.9845%20type%3Acomplete%20len%3A183%20(-)	TRINITY_DN40717_c0_g1_i1|g.9845	TRINITY_DN40717_c0_g1_i1|m.9845	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40717_c0_g1_i1%7Cg.9847%20TRINITY_DN40717_c0_g1_i1%7Cm.9847%20type%3A5prime_partial%20len%3A102%20(%2B)	TRINITY_DN40717_c0_g1_i1|g.9847	TRINITY_DN40717_c0_g1_i1|m.9847	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40719_c0_g1_i2%7Cg.9894%20TRINITY_DN40719_c0_g1_i2%7Cm.9894%20type%3A5prime_partial%20len%3A424%20(%2B)	TRINITY_DN40719_c0_g1_i2|g.9894	TRINITY_DN40719_c0_g1_i2|m.9894	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40719_c0_g2_i1%7Cg.9896%20TRINITY_DN40719_c0_g2_i1%7Cm.9896%20type%3Acomplete%20len%3A216%20(%2B)	TRINITY_DN40719_c0_g2_i1|g.9896	TRINITY_DN40719_c0_g2_i1|m.9896	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40720_c0_g1_i6%7Cg.9141%20TRINITY_DN40720_c0_g1_i6%7Cm.9141%20type%3Acomplete%20len%3A232%20(%2B)	TRINITY_DN40720_c0_g1_i6|g.9141	TRINITY_DN40720_c0_g1_i6|m.9141	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40720_c0_g1_i6%7Cg.9142%20TRINITY_DN40720_c0_g1_i6%7Cm.9142%20type%3Acomplete%20len%3A147%20(-)	TRINITY_DN40720_c0_g1_i6|g.9142	TRINITY_DN40720_c0_g1_i6|m.9142	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40725_c0_g10_i2%7Cg.9568%20TRINITY_DN40725_c0_g10_i2%7Cm.9568%20type%3Acomplete%20len%3A106%20(%2B)	TRINITY_DN40725_c0_g10_i2|g.9568	TRINITY_DN40725_c0_g10_i2|m.9568	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40729_c1_g1_i1%7Cg.90715%20TRINITY_DN40729_c1_g1_i1%7Cm.90715%20type%3Acomplete%20len%3A232%20(-)	TRINITY_DN40729_c1_g1_i1|g.90715	TRINITY_DN40729_c1_g1_i1|m.90715	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40729_c1_g1_i1%7Cg.90716%20TRINITY_DN40729_c1_g1_i1%7Cm.90716%20type%3Acomplete%20len%3A185%20(-)	TRINITY_DN40729_c1_g1_i1|g.90716	TRINITY_DN40729_c1_g1_i1|m.90716	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40736_c1_g14_i2%7Cg.91663%20TRINITY_DN40736_c1_g14_i2%7Cm.91663%20type%3A5prime_partial%20len%3A202%20(%2B)	TRINITY_DN40736_c1_g14_i2|g.91663	TRINITY_DN40736_c1_g14_i2|m.91663	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN40736_c1_g14_i3%7Cg.91664%20TRINITY_DN40736_c1_g14_i3%7Cm.91664%20type%3A5prime_partial%20len%3A192%20(%2B)	TRINITY_DN40736_c1_g14_i3|g.91664	TRINITY_DN40736_c1_g14_i3|m.91664	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ORF%20TRINITY_DN40743_c1_g11_i2%7Cg.91393%20TRINITY_DN40743_c1_g11_i2%7Cm.91393%20type%3Acomplete%20len%3A121%20(%2B)	TRINITY_DN40743_c1_g11_i2|g.91393	TRINITY_DN40743_c1_g11_i2|m.91393	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40743_c1_g11_i2%7Cg.91394%20TRINITY_DN40743_c1_g11_i2%7Cm.91394%20type%3Acomplete%20len%3A113%20(-)	TRINITY_DN40743_c1_g11_i2|g.91394	TRINITY_DN40743_c1_g11_i2|m.91394	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40743_c1_g11_i2%7Cg.91395%20TRINITY_DN40743_c1_g11_i2%7Cm.91395%20type%3A3prime_partial%20len%3A103%20(%2B)	TRINITY_DN40743_c1_g11_i2|g.91395	TRINITY_DN40743_c1_g11_i2|m.91395	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40743_c1_g11_i7%7Cg.91396%20TRINITY_DN40743_c1_g11_i7%7Cm.91396%20type%3Acomplete%20len%3A130%20(-)	TRINITY_DN40743_c1_g11_i7|g.91396	TRINITY_DN40743_c1_g11_i7|m.91396	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40743_c1_g11_i7%7Cg.91397%20TRINITY_DN40743_c1_g11_i7%7Cm.91397%20type%3A3prime_partial%20len%3A103%20(%2B)	TRINITY_DN40743_c1_g11_i7|g.91397	TRINITY_DN40743_c1_g11_i7|m.91397	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40743_c1_g15_i4%7Cg.91398%20TRINITY_DN40743_c1_g15_i4%7Cm.91398%20type%3A5prime_partial%20len%3A130%20(-)	TRINITY_DN40743_c1_g15_i4|g.91398	TRINITY_DN40743_c1_g15_i4|m.91398	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40746_c0_g5_i1%7Cg.91276%20TRINITY_DN40746_c0_g5_i1%7Cm.91276%20type%3A5prime_partial%20len%3A481%20(-)	TRINITY_DN40746_c0_g5_i1|g.91276	TRINITY_DN40746_c0_g5_i1|m.91276	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40756_c0_g1_i3%7Cg.90767%20TRINITY_DN40756_c0_g1_i3%7Cm.90767%20type%3Acomplete%20len%3A323%20(-)	TRINITY_DN40756_c0_g1_i3|g.90767	TRINITY_DN40756_c0_g1_i3|m.90767	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40756_c0_g1_i3%7Cg.90768%20TRINITY_DN40756_c0_g1_i3%7Cm.90768%20type%3Acomplete%20len%3A269%20(-)	TRINITY_DN40756_c0_g1_i3|g.90768	TRINITY_DN40756_c0_g1_i3|m.90768	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40756_c0_g1_i3%7Cg.90769%20TRINITY_DN40756_c0_g1_i3%7Cm.90769%20type%3Acomplete%20len%3A145%20(-)	TRINITY_DN40756_c0_g1_i3|g.90769	TRINITY_DN40756_c0_g1_i3|m.90769	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40756_c0_g1_i3%7Cg.90771%20TRINITY_DN40756_c0_g1_i3%7Cm.90771%20type%3Acomplete%20len%3A131%20(-)	TRINITY_DN40756_c0_g1_i3|g.90771	TRINITY_DN40756_c0_g1_i3|m.90771	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40757_c0_g2_i1%7Cg.90848%20TRINITY_DN40757_c0_g2_i1%7Cm.90848%20type%3Acomplete%20len%3A393%20(%2B)	TRINITY_DN40757_c0_g2_i1|g.90848	TRINITY_DN40757_c0_g2_i1|m.90848	protein_coding	0	1	1	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN40757_c0_g2_i1%7Cg.90849%20TRINITY_DN40757_c0_g2_i1%7Cm.90849%20type%3Acomplete%20len%3A372%20(-)	TRINITY_DN40757_c0_g2_i1|g.90849	TRINITY_DN40757_c0_g2_i1|m.90849	protein_coding	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN40757_c0_g2_i1%7Cg.90850%20TRINITY_DN40757_c0_g2_i1%7Cm.90850%20type%3A5prime_partial%20len%3A310%20(%2B)	TRINITY_DN40757_c0_g2_i1|g.90850	TRINITY_DN40757_c0_g2_i1|m.90850	protein_coding	0	0	3	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ORF%20TRINITY_DN40764_c0_g1_i1%7Cg.90801%20TRINITY_DN40764_c0_g1_i1%7Cm.90801%20type%3Acomplete%20len%3A573%20(%2B)	TRINITY_DN40764_c0_g1_i1|g.90801	TRINITY_DN40764_c0_g1_i1|m.90801	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40764_c0_g1_i1%7Cg.90804%20TRINITY_DN40764_c0_g1_i1%7Cm.90804%20type%3Acomplete%20len%3A109%20(%2B)	TRINITY_DN40764_c0_g1_i1|g.90804	TRINITY_DN40764_c0_g1_i1|m.90804	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40765_c0_g3_i4%7Cg.91585%20TRINITY_DN40765_c0_g3_i4%7Cm.91585%20type%3Acomplete%20len%3A139%20(-)	TRINITY_DN40765_c0_g3_i4|g.91585	TRINITY_DN40765_c0_g3_i4|m.91585	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40767_c0_g2_i3%7Cg.91543%20TRINITY_DN40767_c0_g2_i3%7Cm.91543%20type%3A5prime_partial%20len%3A413%20(%2B)	TRINITY_DN40767_c0_g2_i3|g.91543	TRINITY_DN40767_c0_g2_i3|m.91543	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40769_c0_g1_i14%7Cg.90922%20TRINITY_DN40769_c0_g1_i14%7Cm.90922%20type%3Acomplete%20len%3A434%20(-)	TRINITY_DN40769_c0_g1_i14|g.90922	TRINITY_DN40769_c0_g1_i14|m.90922	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40769_c0_g1_i14%7Cg.90923%20TRINITY_DN40769_c0_g1_i14%7Cm.90923%20type%3Acomplete%20len%3A348%20(%2B)	TRINITY_DN40769_c0_g1_i14|g.90923	TRINITY_DN40769_c0_g1_i14|m.90923	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40769_c0_g1_i14%7Cg.90925%20TRINITY_DN40769_c0_g1_i14%7Cm.90925%20type%3A5prime_partial%20len%3A142%20(%2B)	TRINITY_DN40769_c0_g1_i14|g.90925	TRINITY_DN40769_c0_g1_i14|m.90925	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40773_c0_g1_i1%7Cg.91236%20TRINITY_DN40773_c0_g1_i1%7Cm.91236%20type%3A5prime_partial%20len%3A418%20(-)	TRINITY_DN40773_c0_g1_i1|g.91236	TRINITY_DN40773_c0_g1_i1|m.91236	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40778_c0_g1_i3%7Cg.91084%20TRINITY_DN40778_c0_g1_i3%7Cm.91084%20type%3Ainternal%20len%3A206%20(-)	TRINITY_DN40778_c0_g1_i3|g.91084	TRINITY_DN40778_c0_g1_i3|m.91084	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40778_c0_g1_i3%7Cg.91086%20TRINITY_DN40778_c0_g1_i3%7Cm.91086%20type%3A5prime_partial%20len%3A114%20(%2B)	TRINITY_DN40778_c0_g1_i3|g.91086	TRINITY_DN40778_c0_g1_i3|m.91086	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40793_c0_g1_i9%7Cg.91069%20TRINITY_DN40793_c0_g1_i9%7Cm.91069%20type%3A5prime_partial%20len%3A990%20(-)	TRINITY_DN40793_c0_g1_i9|g.91069	TRINITY_DN40793_c0_g1_i9|m.91069	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40794_c0_g11_i1%7Cg.90887%20TRINITY_DN40794_c0_g11_i1%7Cm.90887%20type%3Acomplete%20len%3A243%20(%2B)	TRINITY_DN40794_c0_g11_i1|g.90887	TRINITY_DN40794_c0_g11_i1|m.90887	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40794_c0_g11_i1%7Cg.90888%20TRINITY_DN40794_c0_g11_i1%7Cm.90888%20type%3A3prime_partial%20len%3A197%20(-)	TRINITY_DN40794_c0_g11_i1|g.90888	TRINITY_DN40794_c0_g11_i1|m.90888	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40794_c0_g11_i1%7Cg.90890%20TRINITY_DN40794_c0_g11_i1%7Cm.90890%20type%3Acomplete%20len%3A101%20(%2B)	TRINITY_DN40794_c0_g11_i1|g.90890	TRINITY_DN40794_c0_g11_i1|m.90890	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40794_c0_g11_i4%7Cg.90907%20TRINITY_DN40794_c0_g11_i4%7Cm.90907%20type%3Acomplete%20len%3A355%20(%2B)	TRINITY_DN40794_c0_g11_i4|g.90907	TRINITY_DN40794_c0_g11_i4|m.90907	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40794_c0_g11_i4%7Cg.90908%20TRINITY_DN40794_c0_g11_i4%7Cm.90908%20type%3Acomplete%20len%3A244%20(-)	TRINITY_DN40794_c0_g11_i4|g.90908	TRINITY_DN40794_c0_g11_i4|m.90908	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40794_c0_g11_i4%7Cg.90909%20TRINITY_DN40794_c0_g11_i4%7Cm.90909%20type%3A3prime_partial%20len%3A202%20(-)	TRINITY_DN40794_c0_g11_i4|g.90909	TRINITY_DN40794_c0_g11_i4|m.90909	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40794_c0_g7_i7%7Cg.90883%20TRINITY_DN40794_c0_g7_i7%7Cm.90883%20type%3A5prime_partial%20len%3A227%20(%2B)	TRINITY_DN40794_c0_g7_i7|g.90883	TRINITY_DN40794_c0_g7_i7|m.90883	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40798_c0_g2_i2%7Cg.90949%20TRINITY_DN40798_c0_g2_i2%7Cm.90949%20type%3Acomplete%20len%3A294%20(%2B)	TRINITY_DN40798_c0_g2_i2|g.90949	TRINITY_DN40798_c0_g2_i2|m.90949	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40798_c0_g2_i2%7Cg.90950%20TRINITY_DN40798_c0_g2_i2%7Cm.90950%20type%3A3prime_partial%20len%3A171%20(%2B)	TRINITY_DN40798_c0_g2_i2|g.90950	TRINITY_DN40798_c0_g2_i2|m.90950	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40798_c0_g2_i2%7Cg.90951%20TRINITY_DN40798_c0_g2_i2%7Cm.90951%20type%3Acomplete%20len%3A128%20(-)	TRINITY_DN40798_c0_g2_i2|g.90951	TRINITY_DN40798_c0_g2_i2|m.90951	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40802_c0_g2_i3%7Cg.91180%20TRINITY_DN40802_c0_g2_i3%7Cm.91180%20type%3Acomplete%20len%3A442%20(-)	TRINITY_DN40802_c0_g2_i3|g.91180	TRINITY_DN40802_c0_g2_i3|m.91180	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40802_c0_g2_i3%7Cg.91182%20TRINITY_DN40802_c0_g2_i3%7Cm.91182%20type%3Acomplete%20len%3A182%20(%2B)	TRINITY_DN40802_c0_g2_i3|g.91182	TRINITY_DN40802_c0_g2_i3|m.91182	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40802_c0_g2_i7%7Cg.91191%20TRINITY_DN40802_c0_g2_i7%7Cm.91191%20type%3Acomplete%20len%3A182%20(%2B)	TRINITY_DN40802_c0_g2_i7|g.91191	TRINITY_DN40802_c0_g2_i7|m.91191	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40806_c0_g2_i1%7Cg.91194%20TRINITY_DN40806_c0_g2_i1%7Cm.91194%20type%3Acomplete%20len%3A488%20(%2B)	TRINITY_DN40806_c0_g2_i1|g.91194	TRINITY_DN40806_c0_g2_i1|m.91194	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40806_c0_g2_i1%7Cg.91196%20TRINITY_DN40806_c0_g2_i1%7Cm.91196%20type%3Acomplete%20len%3A268%20(%2B)	TRINITY_DN40806_c0_g2_i1|g.91196	TRINITY_DN40806_c0_g2_i1|m.91196	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40808_c0_g1_i7%7Cg.91578%20TRINITY_DN40808_c0_g1_i7%7Cm.91578%20type%3A5prime_partial%20len%3A212%20(%2B)	TRINITY_DN40808_c0_g1_i7|g.91578	TRINITY_DN40808_c0_g1_i7|m.91578	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40808_c0_g1_i7%7Cg.91579%20TRINITY_DN40808_c0_g1_i7%7Cm.91579%20type%3Acomplete%20len%3A145%20(-)	TRINITY_DN40808_c0_g1_i7|g.91579	TRINITY_DN40808_c0_g1_i7|m.91579	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40809_c0_g3_i4%7Cg.90790%20TRINITY_DN40809_c0_g3_i4%7Cm.90790%20type%3Acomplete%20len%3A216%20(-)	TRINITY_DN40809_c0_g3_i4|g.90790	TRINITY_DN40809_c0_g3_i4|m.90790	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40809_c0_g3_i4%7Cg.90791%20TRINITY_DN40809_c0_g3_i4%7Cm.90791%20type%3Acomplete%20len%3A133%20(-)	TRINITY_DN40809_c0_g3_i4|g.90791	TRINITY_DN40809_c0_g3_i4|m.90791	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40818_c1_g1_i1%7Cg.91314%20TRINITY_DN40818_c1_g1_i1%7Cm.91314%20type%3Acomplete%20len%3A117%20(%2B)	TRINITY_DN40818_c1_g1_i1|g.91314	TRINITY_DN40818_c1_g1_i1|m.91314	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40827_c0_g1_i1%7Cg.90703%20TRINITY_DN40827_c0_g1_i1%7Cm.90703%20type%3Acomplete%20len%3A507%20(-)	TRINITY_DN40827_c0_g1_i1|g.90703	TRINITY_DN40827_c0_g1_i1|m.90703	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40827_c0_g1_i1%7Cg.90704%20TRINITY_DN40827_c0_g1_i1%7Cm.90704%20type%3Acomplete%20len%3A305%20(%2B)	TRINITY_DN40827_c0_g1_i1|g.90704	TRINITY_DN40827_c0_g1_i1|m.90704	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40827_c0_g1_i1%7Cg.90705%20TRINITY_DN40827_c0_g1_i1%7Cm.90705%20type%3Acomplete%20len%3A281%20(%2B)	TRINITY_DN40827_c0_g1_i1|g.90705	TRINITY_DN40827_c0_g1_i1|m.90705	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40830_c0_g1_i8%7Cg.49111%20TRINITY_DN40830_c0_g1_i8%7Cm.49111%20type%3Acomplete%20len%3A199%20(%2B)	TRINITY_DN40830_c0_g1_i8|g.49111	TRINITY_DN40830_c0_g1_i8|m.49111	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40830_c0_g1_i8%7Cg.49112%20TRINITY_DN40830_c0_g1_i8%7Cm.49112%20type%3A5prime_partial%20len%3A183%20(%2B)	TRINITY_DN40830_c0_g1_i8|g.49112	TRINITY_DN40830_c0_g1_i8|m.49112	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40830_c0_g1_i8%7Cg.49114%20TRINITY_DN40830_c0_g1_i8%7Cm.49114%20type%3A5prime_partial%20len%3A114%20(-)	TRINITY_DN40830_c0_g1_i8|g.49114	TRINITY_DN40830_c0_g1_i8|m.49114	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN40831_c0_g3_i1%7Cg.49012%20TRINITY_DN40831_c0_g3_i1%7Cm.49012%20type%3Acomplete%20len%3A503%20(-)	TRINITY_DN40831_c0_g3_i1|g.49012	TRINITY_DN40831_c0_g3_i1|m.49012	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40831_c0_g3_i1%7Cg.49014%20TRINITY_DN40831_c0_g3_i1%7Cm.49014%20type%3A5prime_partial%20len%3A156%20(%2B)	TRINITY_DN40831_c0_g3_i1|g.49014	TRINITY_DN40831_c0_g3_i1|m.49014	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN40834_c1_g3_i1%7Cg.48474%20TRINITY_DN40834_c1_g3_i1%7Cm.48474%20type%3A5prime_partial%20len%3A128%20(-)	TRINITY_DN40834_c1_g3_i1|g.48474	TRINITY_DN40834_c1_g3_i1|m.48474	protein_coding	0	1	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1
ORF%20TRINITY_DN40842_c1_g2_i11%7Cg.48838%20TRINITY_DN40842_c1_g2_i11%7Cm.48838%20type%3A5prime_partial%20len%3A515%20(%2B)	TRINITY_DN40842_c1_g2_i11|g.48838	TRINITY_DN40842_c1_g2_i11|m.48838	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN40852_c0_g4_i6%7Cg.48024%20TRINITY_DN40852_c0_g4_i6%7Cm.48024%20type%3Acomplete%20len%3A404%20(-)	TRINITY_DN40852_c0_g4_i6|g.48024	TRINITY_DN40852_c0_g4_i6|m.48024	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
