# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN41746_c0_g2_i1%7Cg.68605%20TRINITY_DN41746_c0_g2_i1%7Cm.68605%20type%3Acomplete%20len%3A242%20(-)	TRINITY_DN41746_c0_g2_i1|g.68605	TRINITY_DN41746_c0_g2_i1|m.68605	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41746_c0_g2_i1%7Cg.68606%20TRINITY_DN41746_c0_g2_i1%7Cm.68606%20type%3Acomplete%20len%3A130%20(%2B)	TRINITY_DN41746_c0_g2_i1|g.68606	TRINITY_DN41746_c0_g2_i1|m.68606	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41749_c0_g1_i1%7Cg.68772%20TRINITY_DN41749_c0_g1_i1%7Cm.68772%20type%3Ainternal%20len%3A415%20(%2B)	TRINITY_DN41749_c0_g1_i1|g.68772	TRINITY_DN41749_c0_g1_i1|m.68772	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN41769_c1_g6_i4%7Cg.68825%20TRINITY_DN41769_c1_g6_i4%7Cm.68825%20type%3Acomplete%20len%3A511%20(-)	TRINITY_DN41769_c1_g6_i4|g.68825	TRINITY_DN41769_c1_g6_i4|m.68825	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41769_c1_g6_i4%7Cg.68826%20TRINITY_DN41769_c1_g6_i4%7Cm.68826%20type%3A5prime_partial%20len%3A428%20(-)	TRINITY_DN41769_c1_g6_i4|g.68826	TRINITY_DN41769_c1_g6_i4|m.68826	protein_coding	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN41769_c1_g6_i4%7Cg.68827%20TRINITY_DN41769_c1_g6_i4%7Cm.68827%20type%3Acomplete%20len%3A266%20(%2B)	TRINITY_DN41769_c1_g6_i4|g.68827	TRINITY_DN41769_c1_g6_i4|m.68827	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41769_c1_g6_i4%7Cg.68828%20TRINITY_DN41769_c1_g6_i4%7Cm.68828%20type%3Acomplete%20len%3A184%20(%2B)	TRINITY_DN41769_c1_g6_i4|g.68828	TRINITY_DN41769_c1_g6_i4|m.68828	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41781_c0_g3_i1%7Cg.69520%20TRINITY_DN41781_c0_g3_i1%7Cm.69520%20type%3Acomplete%20len%3A268%20(%2B)	TRINITY_DN41781_c0_g3_i1|g.69520	TRINITY_DN41781_c0_g3_i1|m.69520	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41784_c0_g1_i2%7Cg.68754%20TRINITY_DN41784_c0_g1_i2%7Cm.68754%20type%3Acomplete%20len%3A189%20(%2B)	TRINITY_DN41784_c0_g1_i2|g.68754	TRINITY_DN41784_c0_g1_i2|m.68754	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41784_c0_g1_i2%7Cg.68755%20TRINITY_DN41784_c0_g1_i2%7Cm.68755%20type%3Acomplete%20len%3A171%20(%2B)	TRINITY_DN41784_c0_g1_i2|g.68755	TRINITY_DN41784_c0_g1_i2|m.68755	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41784_c0_g1_i2%7Cg.68756%20TRINITY_DN41784_c0_g1_i2%7Cm.68756%20type%3Acomplete%20len%3A136%20(%2B)	TRINITY_DN41784_c0_g1_i2|g.68756	TRINITY_DN41784_c0_g1_i2|m.68756	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41787_c2_g4_i1%7Cg.69483%20TRINITY_DN41787_c2_g4_i1%7Cm.69483%20type%3A5prime_partial%20len%3A488%20(%2B)	TRINITY_DN41787_c2_g4_i1|g.69483	TRINITY_DN41787_c2_g4_i1|m.69483	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41787_c2_g4_i1%7Cg.69484%20TRINITY_DN41787_c2_g4_i1%7Cm.69484%20type%3Acomplete%20len%3A266%20(-)	TRINITY_DN41787_c2_g4_i1|g.69484	TRINITY_DN41787_c2_g4_i1|m.69484	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41787_c2_g4_i1%7Cg.69485%20TRINITY_DN41787_c2_g4_i1%7Cm.69485%20type%3Acomplete%20len%3A125%20(%2B)	TRINITY_DN41787_c2_g4_i1|g.69485	TRINITY_DN41787_c2_g4_i1|m.69485	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41801_c0_g4_i1%7Cg.68526%20TRINITY_DN41801_c0_g4_i1%7Cm.68526%20type%3Acomplete%20len%3A386%20(-)	TRINITY_DN41801_c0_g4_i1|g.68526	TRINITY_DN41801_c0_g4_i1|m.68526	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41801_c0_g4_i1%7Cg.68528%20TRINITY_DN41801_c0_g4_i1%7Cm.68528%20type%3Acomplete%20len%3A127%20(%2B)	TRINITY_DN41801_c0_g4_i1|g.68528	TRINITY_DN41801_c0_g4_i1|m.68528	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41801_c0_g4_i1%7Cg.68529%20TRINITY_DN41801_c0_g4_i1%7Cm.68529%20type%3Acomplete%20len%3A115%20(%2B)	TRINITY_DN41801_c0_g4_i1|g.68529	TRINITY_DN41801_c0_g4_i1|m.68529	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41808_c0_g1_i11%7Cg.69359%20TRINITY_DN41808_c0_g1_i11%7Cm.69359%20type%3Acomplete%20len%3A275%20(-)	TRINITY_DN41808_c0_g1_i11|g.69359	TRINITY_DN41808_c0_g1_i11|m.69359	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41809_c0_g1_i4%7Cg.68658%20TRINITY_DN41809_c0_g1_i4%7Cm.68658%20type%3A5prime_partial%20len%3A480%20(-)	TRINITY_DN41809_c0_g1_i4|g.68658	TRINITY_DN41809_c0_g1_i4|m.68658	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41809_c0_g1_i4%7Cg.68659%20TRINITY_DN41809_c0_g1_i4%7Cm.68659%20type%3A5prime_partial%20len%3A450%20(%2B)	TRINITY_DN41809_c0_g1_i4|g.68659	TRINITY_DN41809_c0_g1_i4|m.68659	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41814_c0_g1_i5%7Cg.69554%20TRINITY_DN41814_c0_g1_i5%7Cm.69554%20type%3Acomplete%20len%3A165%20(%2B)	TRINITY_DN41814_c0_g1_i5|g.69554	TRINITY_DN41814_c0_g1_i5|m.69554	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41817_c2_g4_i3%7Cg.68560%20TRINITY_DN41817_c2_g4_i3%7Cm.68560%20type%3Acomplete%20len%3A152%20(%2B)	TRINITY_DN41817_c2_g4_i3|g.68560	TRINITY_DN41817_c2_g4_i3|m.68560	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41833_c0_g1_i3%7Cg.98559%20TRINITY_DN41833_c0_g1_i3%7Cm.98559%20type%3A5prime_partial%20len%3A558%20(-)	TRINITY_DN41833_c0_g1_i3|g.98559	TRINITY_DN41833_c0_g1_i3|m.98559	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41833_c0_g1_i3%7Cg.98560%20TRINITY_DN41833_c0_g1_i3%7Cm.98560%20type%3Acomplete%20len%3A187%20(%2B)	TRINITY_DN41833_c0_g1_i3|g.98560	TRINITY_DN41833_c0_g1_i3|m.98560	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41833_c0_g1_i3%7Cg.98563%20TRINITY_DN41833_c0_g1_i3%7Cm.98563%20type%3Acomplete%20len%3A111%20(%2B)	TRINITY_DN41833_c0_g1_i3|g.98563	TRINITY_DN41833_c0_g1_i3|m.98563	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41837_c0_g8_i10%7Cg.98048%20TRINITY_DN41837_c0_g8_i10%7Cm.98048%20type%3A3prime_partial%20len%3A594%20(%2B)	TRINITY_DN41837_c0_g8_i10|g.98048	TRINITY_DN41837_c0_g8_i10|m.98048	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41838_c0_g1_i4%7Cg.97946%20TRINITY_DN41838_c0_g1_i4%7Cm.97946%20type%3Acomplete%20len%3A467%20(%2B)	TRINITY_DN41838_c0_g1_i4|g.97946	TRINITY_DN41838_c0_g1_i4|m.97946	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41838_c0_g1_i4%7Cg.97947%20TRINITY_DN41838_c0_g1_i4%7Cm.97947%20type%3A5prime_partial%20len%3A189%20(%2B)	TRINITY_DN41838_c0_g1_i4|g.97947	TRINITY_DN41838_c0_g1_i4|m.97947	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41838_c0_g1_i4%7Cg.97950%20TRINITY_DN41838_c0_g1_i4%7Cm.97950%20type%3Acomplete%20len%3A110%20(-)	TRINITY_DN41838_c0_g1_i4|g.97950	TRINITY_DN41838_c0_g1_i4|m.97950	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41839_c0_g2_i2%7Cg.98343%20TRINITY_DN41839_c0_g2_i2%7Cm.98343%20type%3A5prime_partial%20len%3A537%20(%2B)	TRINITY_DN41839_c0_g2_i2|g.98343	TRINITY_DN41839_c0_g2_i2|m.98343	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41839_c0_g2_i2%7Cg.98346%20TRINITY_DN41839_c0_g2_i2%7Cm.98346%20type%3A3prime_partial%20len%3A116%20(%2B)	TRINITY_DN41839_c0_g2_i2|g.98346	TRINITY_DN41839_c0_g2_i2|m.98346	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41839_c0_g2_i2%7Cg.98348%20TRINITY_DN41839_c0_g2_i2%7Cm.98348%20type%3A5prime_partial%20len%3A100%20(-)	TRINITY_DN41839_c0_g2_i2|g.98348	TRINITY_DN41839_c0_g2_i2|m.98348	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41845_c0_g2_i2%7Cg.97868%20TRINITY_DN41845_c0_g2_i2%7Cm.97868%20type%3Acomplete%20len%3A386%20(%2B)	TRINITY_DN41845_c0_g2_i2|g.97868	TRINITY_DN41845_c0_g2_i2|m.97868	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41845_c0_g2_i2%7Cg.97869%20TRINITY_DN41845_c0_g2_i2%7Cm.97869%20type%3A5prime_partial%20len%3A104%20(-)	TRINITY_DN41845_c0_g2_i2|g.97869	TRINITY_DN41845_c0_g2_i2|m.97869	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41845_c0_g2_i2%7Cg.97870%20TRINITY_DN41845_c0_g2_i2%7Cm.97870%20type%3Acomplete%20len%3A104%20(-)	TRINITY_DN41845_c0_g2_i2|g.97870	TRINITY_DN41845_c0_g2_i2|m.97870	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41868_c0_g2_i6%7Cg.97644%20TRINITY_DN41868_c0_g2_i6%7Cm.97644%20type%3Acomplete%20len%3A1408%20(-)	TRINITY_DN41868_c0_g2_i6|g.97644	TRINITY_DN41868_c0_g2_i6|m.97644	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41868_c0_g2_i6%7Cg.97646%20TRINITY_DN41868_c0_g2_i6%7Cm.97646%20type%3Acomplete%20len%3A130%20(%2B)	TRINITY_DN41868_c0_g2_i6|g.97646	TRINITY_DN41868_c0_g2_i6|m.97646	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41868_c0_g2_i6%7Cg.97648%20TRINITY_DN41868_c0_g2_i6%7Cm.97648%20type%3Acomplete%20len%3A101%20(%2B)	TRINITY_DN41868_c0_g2_i6|g.97648	TRINITY_DN41868_c0_g2_i6|m.97648	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41875_c0_g4_i3%7Cg.98209%20TRINITY_DN41875_c0_g4_i3%7Cm.98209%20type%3A5prime_partial%20len%3A362%20(-)	TRINITY_DN41875_c0_g4_i3|g.98209	TRINITY_DN41875_c0_g4_i3|m.98209	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41875_c0_g4_i3%7Cg.98210%20TRINITY_DN41875_c0_g4_i3%7Cm.98210%20type%3Acomplete%20len%3A297%20(-)	TRINITY_DN41875_c0_g4_i3|g.98210	TRINITY_DN41875_c0_g4_i3|m.98210	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41875_c0_g4_i3%7Cg.98212%20TRINITY_DN41875_c0_g4_i3%7Cm.98212%20type%3A5prime_partial%20len%3A171%20(-)	TRINITY_DN41875_c0_g4_i3|g.98212	TRINITY_DN41875_c0_g4_i3|m.98212	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41875_c0_g4_i3%7Cg.98213%20TRINITY_DN41875_c0_g4_i3%7Cm.98213%20type%3A3prime_partial%20len%3A164%20(%2B)	TRINITY_DN41875_c0_g4_i3|g.98213	TRINITY_DN41875_c0_g4_i3|m.98213	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41884_c0_g3_i2%7Cg.97702%20TRINITY_DN41884_c0_g3_i2%7Cm.97702%20type%3Acomplete%20len%3A314%20(%2B)	TRINITY_DN41884_c0_g3_i2|g.97702	TRINITY_DN41884_c0_g3_i2|m.97702	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41884_c0_g3_i2%7Cg.97703%20TRINITY_DN41884_c0_g3_i2%7Cm.97703%20type%3Acomplete%20len%3A246%20(-)	TRINITY_DN41884_c0_g3_i2|g.97703	TRINITY_DN41884_c0_g3_i2|m.97703	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN4188_c1_g1_i1%7Cg.55450%20TRINITY_DN4188_c1_g1_i1%7Cm.55450%20type%3Acomplete%20len%3A139%20(-)	TRINITY_DN4188_c1_g1_i1|g.55450	TRINITY_DN4188_c1_g1_i1|m.55450	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41915_c0_g7_i4%7Cg.98094%20TRINITY_DN41915_c0_g7_i4%7Cm.98094%20type%3Acomplete%20len%3A439%20(-)	TRINITY_DN41915_c0_g7_i4|g.98094	TRINITY_DN41915_c0_g7_i4|m.98094	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41933_c1_g2_i6%7Cg.26244%20TRINITY_DN41933_c1_g2_i6%7Cm.26244%20type%3Acomplete%20len%3A775%20(%2B)	TRINITY_DN41933_c1_g2_i6|g.26244	TRINITY_DN41933_c1_g2_i6|m.26244	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41933_c1_g2_i6%7Cg.26245%20TRINITY_DN41933_c1_g2_i6%7Cm.26245%20type%3Acomplete%20len%3A305%20(-)	TRINITY_DN41933_c1_g2_i6|g.26245	TRINITY_DN41933_c1_g2_i6|m.26245	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41933_c1_g2_i6%7Cg.26246%20TRINITY_DN41933_c1_g2_i6%7Cm.26246%20type%3Acomplete%20len%3A128%20(-)	TRINITY_DN41933_c1_g2_i6|g.26246	TRINITY_DN41933_c1_g2_i6|m.26246	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41947_c0_g1_i2%7Cg.26136%20TRINITY_DN41947_c0_g1_i2%7Cm.26136%20type%3Acomplete%20len%3A428%20(%2B)	TRINITY_DN41947_c0_g1_i2|g.26136	TRINITY_DN41947_c0_g1_i2|m.26136	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41947_c0_g1_i2%7Cg.26137%20TRINITY_DN41947_c0_g1_i2%7Cm.26137%20type%3Acomplete%20len%3A377%20(-)	TRINITY_DN41947_c0_g1_i2|g.26137	TRINITY_DN41947_c0_g1_i2|m.26137	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41947_c0_g1_i2%7Cg.26138%20TRINITY_DN41947_c0_g1_i2%7Cm.26138%20type%3Acomplete%20len%3A223%20(-)	TRINITY_DN41947_c0_g1_i2|g.26138	TRINITY_DN41947_c0_g1_i2|m.26138	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41947_c0_g1_i2%7Cg.26143%20TRINITY_DN41947_c0_g1_i2%7Cm.26143%20type%3Acomplete%20len%3A130%20(-)	TRINITY_DN41947_c0_g1_i2|g.26143	TRINITY_DN41947_c0_g1_i2|m.26143	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41949_c0_g3_i3%7Cg.25137%20TRINITY_DN41949_c0_g3_i3%7Cm.25137%20type%3Acomplete%20len%3A811%20(-)	TRINITY_DN41949_c0_g3_i3|g.25137	TRINITY_DN41949_c0_g3_i3|m.25137	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41949_c0_g3_i3%7Cg.25138%20TRINITY_DN41949_c0_g3_i3%7Cm.25138%20type%3Acomplete%20len%3A218%20(-)	TRINITY_DN41949_c0_g3_i3|g.25138	TRINITY_DN41949_c0_g3_i3|m.25138	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN41949_c0_g3_i3%7Cg.25140%20TRINITY_DN41949_c0_g3_i3%7Cm.25140%20type%3Acomplete%20len%3A136%20(%2B)	TRINITY_DN41949_c0_g3_i3|g.25140	TRINITY_DN41949_c0_g3_i3|m.25140	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41949_c0_g3_i3%7Cg.25141%20TRINITY_DN41949_c0_g3_i3%7Cm.25141%20type%3Acomplete%20len%3A104%20(%2B)	TRINITY_DN41949_c0_g3_i3|g.25141	TRINITY_DN41949_c0_g3_i3|m.25141	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41983_c2_g3_i2%7Cg.25143%20TRINITY_DN41983_c2_g3_i2%7Cm.25143%20type%3A3prime_partial%20len%3A325%20(%2B)	TRINITY_DN41983_c2_g3_i2|g.25143	TRINITY_DN41983_c2_g3_i2|m.25143	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41983_c2_g3_i2%7Cg.25145%20TRINITY_DN41983_c2_g3_i2%7Cm.25145%20type%3A5prime_partial%20len%3A120%20(-)	TRINITY_DN41983_c2_g3_i2|g.25145	TRINITY_DN41983_c2_g3_i2|m.25145	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41983_c2_g4_i8%7Cg.25155%20TRINITY_DN41983_c2_g4_i8%7Cm.25155%20type%3Acomplete%20len%3A607%20(-)	TRINITY_DN41983_c2_g4_i8|g.25155	TRINITY_DN41983_c2_g4_i8|m.25155	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN41987_c0_g2_i1%7Cg.26352%20TRINITY_DN41987_c0_g2_i1%7Cm.26352%20type%3A5prime_partial%20len%3A707%20(-)	TRINITY_DN41987_c0_g2_i1|g.26352	TRINITY_DN41987_c0_g2_i1|m.26352	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41987_c0_g2_i1%7Cg.26353%20TRINITY_DN41987_c0_g2_i1%7Cm.26353%20type%3A5prime_partial%20len%3A387%20(%2B)	TRINITY_DN41987_c0_g2_i1|g.26353	TRINITY_DN41987_c0_g2_i1|m.26353	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN41990_c0_g1_i1%7Cg.26385%20TRINITY_DN41990_c0_g1_i1%7Cm.26385%20type%3Acomplete%20len%3A535%20(%2B)	TRINITY_DN41990_c0_g1_i1|g.26385	TRINITY_DN41990_c0_g1_i1|m.26385	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN41990_c0_g1_i1%7Cg.26386%20TRINITY_DN41990_c0_g1_i1%7Cm.26386%20type%3A5prime_partial%20len%3A287%20(-)	TRINITY_DN41990_c0_g1_i1|g.26386	TRINITY_DN41990_c0_g1_i1|m.26386	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN42016_c0_g1_i2%7Cg.25249%20TRINITY_DN42016_c0_g1_i2%7Cm.25249%20type%3Acomplete%20len%3A694%20(%2B)	TRINITY_DN42016_c0_g1_i2|g.25249	TRINITY_DN42016_c0_g1_i2|m.25249	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42016_c0_g1_i2%7Cg.25250%20TRINITY_DN42016_c0_g1_i2%7Cm.25250%20type%3Acomplete%20len%3A254%20(-)	TRINITY_DN42016_c0_g1_i2|g.25250	TRINITY_DN42016_c0_g1_i2|m.25250	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42016_c0_g1_i2%7Cg.25251%20TRINITY_DN42016_c0_g1_i2%7Cm.25251%20type%3Acomplete%20len%3A225%20(-)	TRINITY_DN42016_c0_g1_i2|g.25251	TRINITY_DN42016_c0_g1_i2|m.25251	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42021_c1_g2_i2%7Cg.25809%20TRINITY_DN42021_c1_g2_i2%7Cm.25809%20type%3Acomplete%20len%3A499%20(%2B)	TRINITY_DN42021_c1_g2_i2|g.25809	TRINITY_DN42021_c1_g2_i2|m.25809	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42021_c1_g2_i2%7Cg.25811%20TRINITY_DN42021_c1_g2_i2%7Cm.25811%20type%3Acomplete%20len%3A152%20(%2B)	TRINITY_DN42021_c1_g2_i2|g.25811	TRINITY_DN42021_c1_g2_i2|m.25811	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42022_c0_g1_i1%7Cg.25952%20TRINITY_DN42022_c0_g1_i1%7Cm.25952%20type%3Acomplete%20len%3A897%20(-)	TRINITY_DN42022_c0_g1_i1|g.25952	TRINITY_DN42022_c0_g1_i1|m.25952	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42022_c0_g1_i1%7Cg.25955%20TRINITY_DN42022_c0_g1_i1%7Cm.25955%20type%3A3prime_partial%20len%3A142%20(-)	TRINITY_DN42022_c0_g1_i1|g.25955	TRINITY_DN42022_c0_g1_i1|m.25955	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42022_c0_g1_i1%7Cg.25956%20TRINITY_DN42022_c0_g1_i1%7Cm.25956%20type%3Acomplete%20len%3A122%20(-)	TRINITY_DN42022_c0_g1_i1|g.25956	TRINITY_DN42022_c0_g1_i1|m.25956	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42022_c0_g1_i1%7Cg.25957%20TRINITY_DN42022_c0_g1_i1%7Cm.25957%20type%3A5prime_partial%20len%3A117%20(%2B)	TRINITY_DN42022_c0_g1_i1|g.25957	TRINITY_DN42022_c0_g1_i1|m.25957	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42027_c0_g6_i8%7Cg.25131%20TRINITY_DN42027_c0_g6_i8%7Cm.25131%20type%3Ainternal%20len%3A262%20(-)	TRINITY_DN42027_c0_g6_i8|g.25131	TRINITY_DN42027_c0_g6_i8|m.25131	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42027_c0_g6_i8%7Cg.25132%20TRINITY_DN42027_c0_g6_i8%7Cm.25132%20type%3A5prime_partial%20len%3A200%20(%2B)	TRINITY_DN42027_c0_g6_i8|g.25132	TRINITY_DN42027_c0_g6_i8|m.25132	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42032_c0_g1_i3%7Cg.10231%20TRINITY_DN42032_c0_g1_i3%7Cm.10231%20type%3Acomplete%20len%3A943%20(-)	TRINITY_DN42032_c0_g1_i3|g.10231	TRINITY_DN42032_c0_g1_i3|m.10231	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN42040_c0_g1_i4%7Cg.10428%20TRINITY_DN42040_c0_g1_i4%7Cm.10428%20type%3A5prime_partial%20len%3A255%20(%2B)	TRINITY_DN42040_c0_g1_i4|g.10428	TRINITY_DN42040_c0_g1_i4|m.10428	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
